,floor,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,hasParkingSpace,IncludedInPrice,price_amount,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,district_Buenavista-Ería-Montecerrao,district_Carbayin-Lieres-Valdesoto,district_Celorio-Poó-Parres,district_Centro,district_Centro-Casco Histórico,district_Ciudad Naranco-Vallobín-La Florida,district_Corredoria-Huca-Teatinos,district_Cué-San Roque-Andrín,district_El Berrón-La Carrera,district_El Carbayedo - El Quirinal,district_El Llano,district_El Pozón - Villalegre - La Luz,district_Este,district_Figaredo - Turón,district_Fozaneldi-Tenderina-Ventanielles,district_Jardín de Cantos - El Nodo,district_La Felguera,district_La Fresneda,district_La Manjoya-Parroquias Sur,district_La Pola Siero,district_La Villa - Bazuelo,district_Llanes,district_Luanco - Aramar - Antromero,district_Lugones,district_Oeste,district_Parroquias Norte,district_Parroquias Norte-Naranco,district_Parroquias suroccidentales,district_Parroquias surorientales,district_Periurbano,district_Piedras Blancas,district_Pillarno,district_Posada-Barro,district_Pría-Nueva-Hontoria-Naves,district_Quintes - Arroes,district_Requejo - Rozaes - Oñón,district_San Claudio-Trubia-Las Caldas,district_San Lazaro-Otero-Villafría,district_San Pedro - Siana,district_Selorio - Tornón,district_Somió - Cabueñes,district_Sur,district_Tazones - Argüero,district_Vidiago-Pendueles-Tresgrandas,district_Viella-Granda-Meres
2658,0.5453307314753911,-0.5115930220287805,1,-0.2445179713496239,-0.13339117697415515,-0.6132460038926378,-0.5844408238836546,1,1,1,135000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4253,-0.3348694572901184,-0.3896568803073792,1,-0.2445179713496239,-0.13339117697415515,1.1090968209294991,0.13559074021125034,1,0,0,260000.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2276,-0.7749695516728732,1.3728746227565134,0,0.29055191705603256,1.1299432504530296,-0.07086235384813112,-0.3800483808469177,0,1,1,455000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4451,-0.7749695516728732,0.37521528139959304,0,0.29055191705603256,0.4982760367394372,0.9841866707057325,0.3233745876510576,0,1,1,1100000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2890,0.5453307314753911,-0.11252928548601243,1,0.29055191705603256,0.4982760367394372,-0.6027018580644509,-0.3990664910426751,1,1,1,455000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3252,-0.7749695516728732,-0.5005079182359259,0,-0.2445179713496239,-0.13339117697415515,-0.31969257052872746,0.1946753402230444,0,1,1,199900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3261,-0.7749695516728732,-0.1568697006574311,0,-0.2445179713496239,-0.7650583906877475,0.17375335700675376,2.198202803478082,0,1,1,250000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2978,-0.3348694572901184,0.031577063821098275,1,-0.2445179713496239,-0.13339117697415515,-0.6190003116364535,-0.3774966493077229,0,0,0,450000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1947,0.5453307314753911,-0.4838802625466439,1,-0.2445179713496239,-0.7650583906877475,0.9873677458135712,0.08792381747305816,1,0,0,144500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3444,2.7458312033891645,-0.5725610928894812,1,-0.2445179713496239,-0.13339117697415515,-0.6028988896598497,-0.3419413244314662,1,1,1,180000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
398,-0.3348694572901184,-0.8441461358144207,0,-0.7795878597552803,-0.7650583906877475,0.34875090909873663,0.39274621301592816,0,0,0,85000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3279,0.10523063709263637,-0.3730292246180972,1,0.29055191705603256,-0.13339117697415515,-0.59636236648223,-0.3960259909383164,1,0,0,275000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
599,-0.7749695516728732,1.1400874431065653,0,0.8256218054616891,0.4982760367394372,-0.3984687578461049,-0.1919051768087539,0,1,1,399000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4130,0.10523063709263637,-0.1845824601395678,1,-0.2445179713496239,-0.13339117697415515,-0.6135947498165224,-0.41921770517517065,1,1,0,249000.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4692,-0.7749695516728732,0.07037492709608963,0,-0.2445179713496239,-0.13339117697415515,-0.13148700543868458,-1.2280062623701868,0,1,1,169900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3586,-0.7749695516728732,-0.22338032341455913,0,-0.2445179713496239,-0.7650583906877475,1.0737503378715973,0.022315492102945023,0,1,1,240000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1733,0.10523063709263637,-0.44508239927165255,1,0.29055191705603256,-0.7650583906877475,-2.4505981412693134,-2.2883316334404777,0,0,0,72000.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4125,-0.3348694572901184,-0.5115930220287805,1,-0.2445179713496239,-0.13339117697415515,-1.705729061257698,0.3811827770007621,1,1,1,128000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4790,1.4255309202409006,-0.6390717156466093,1,-0.2445179713496239,-0.7650583906877475,1.1049000479473015,-0.5560227733115043,0,0,0,40000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2224,0.10523063709263637,-0.5781036447859086,1,-0.7795878597552803,-0.13339117697415515,0.9956125329233064,0.10938876740333359,1,0,0,205000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1058,-0.7749695516728732,-0.4007419841002339,1,-1.314657748160937,-0.13339117697415515,0.6080779840245598,0.7475851077217167,0,1,1,149950.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3981,0.5453307314753911,-0.05710376652173909,1,0.29055191705603256,-0.13339117697415515,-0.5985454765593635,-0.39784157272106174,1,1,1,475000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3020,0.10523063709263637,-0.48942281444307123,1,-0.2445179713496239,-0.13339117697415515,-0.6829291830819437,-0.5742516067328607,1,1,1,150000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
722,-0.3348694572901184,-0.2344654272074138,0,-1.314657748160937,-0.7650583906877475,-0.9462924502397217,0.8538187101582273,0,0,0,22000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3117,-0.3348694572901184,-0.012763351350320406,1,0.8256218054616891,-0.13339117697415515,1.1578394821590328,0.13011620534593096,1,0,0,695000.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4132,-0.7749695516728732,-0.39519943220380654,0,-0.2445179713496239,-0.13339117697415515,0.5813171527365093,1.2565501130938226,0,0,0,250000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3007,-0.7749695516728732,1.0015236456958818,0,1.3606916938673455,1.761610464166622,0.984306859978935,0.3159512447887443,0,0,0,1580000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2783,0.9854308258581459,-0.4561675030645072,1,0.29055191705603256,-0.13339117697415515,-0.3075554242516848,0.12999006273407412,1,0,0,115000.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2755,-0.7749695516728732,1.3784171746529408,0,0.8256218054616891,1.761610464166622,0.8585731176863356,0.24200007047637206,0,1,1,765000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2485,-0.7749695516728732,0.7853641217352159,0,0.8256218054616891,1.761610464166622,-0.06916788212764537,-0.22448348155595038,0,1,1,560000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1610,0.10523063709263637,-0.46171005496093454,0,-0.2445179713496239,-0.13339117697415515,-1.104689105260789,0.04932744759995186,1,0,0,112000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4074,-0.7749695516728732,1.06803426845301,0,1.895761582273002,1.761610464166622,0.20245297919357888,1.9851653686123714,0,1,1,680000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2920,0.5453307314753911,-0.46725260685736186,1,-0.2445179713496239,-0.7650583906877475,1.1339346238463814,0.017142555231849453,1,0,0,187500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2963,0.10523063709263637,-0.2510930828966958,1,0.8256218054616891,-0.13339117697415515,-0.5758346297148277,-0.35212890690478493,0,0,0,205000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4032,-0.7749695516728732,0.341959970021029,0,-0.2445179713496239,-0.13339117697415515,0.9065975987506907,0.4024008906322452,0,1,1,550000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
869,-0.7749695516728732,0.12025789416393563,0,-0.2445179713496239,-0.13339117697415515,1.0839526338816794,-2.670357666579393,0,1,1,299000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3410,0.10523063709263637,-0.5448483334073446,0,-0.2445179713496239,-0.7650583906877475,1.0479263918196622,0.11087114742733047,1,0,0,169000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4335,1.4255309202409006,-0.6446142675430366,1,-0.7795878597552803,-0.7650583906877475,1.0441394445559389,0.11318830274879703,0,0,0,84000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
